departure_date,booking_date,cum_bookings
9/13/2012,8/15/2012,43
9/13/2012,8/16/2012,48
9/13/2012,8/17/2012,54
9/13/2012,8/18/2012,58
9/13/2012,8/19/2012,58
9/13/2012,8/20/2012,60
9/13/2012,8/21/2012,71
9/13/2012,8/22/2012,75
9/13/2012,8/23/2012,80
9/13/2012,8/24/2012,84
9/13/2012,8/25/2012,84
9/13/2012,8/26/2012,85
9/13/2012,8/27/2012,93
9/13/2012,8/28/2012,106
9/13/2012,8/29/2012,125
9/13/2012,8/30/2012,135
9/13/2012,8/31/2012,142
9/13/2012,9/1/2012,142
9/13/2012,9/2/2012,144
9/13/2012,9/3/2012,146
9/13/2012,9/4/2012,161
9/13/2012,9/5/2012,175
9/13/2012,9/6/2012,195
9/13/2012,9/7/2012,214
9/13/2012,9/8/2012,217
9/13/2012,9/9/2012,225
9/13/2012,9/10/2012,261
9/13/2012,9/11/2012,268
9/13/2012,9/12/2012,291
9/13/2012,9/13/2012,323
9/14/2012,7/16/2012,0
9/14/2012,7/17/2012,0
9/14/2012,7/18/2012,1
9/14/2012,7/19/2012,3
9/14/2012,7/20/2012,3
9/14/2012,7/21/2012,3
9/14/2012,7/22/2012,3
9/14/2012,7/23/2012,3
9/14/2012,7/24/2012,3
9/14/2012,7/25/2012,6
9/14/2012,7/26/2012,6
9/14/2012,7/27/2012,6
9/14/2012,7/28/2012,6
9/14/2012,7/29/2012,6
9/14/2012,7/30/2012,8
9/14/2012,7/31/2012,8
9/14/2012,8/1/2012,8
9/14/2012,8/2/2012,9
9/14/2012,8/3/2012,9
9/14/2012,8/4/2012,9
9/14/2012,8/5/2012,12
9/14/2012,8/6/2012,12
9/14/2012,8/7/2012,12
9/14/2012,8/8/2012,12
9/14/2012,8/9/2012,12
9/14/2012,8/10/2012,14
9/14/2012,8/11/2012,14
9/14/2012,8/12/2012,14
9/14/2012,8/13/2012,16
9/14/2012,8/14/2012,19
9/14/2012,8/15/2012,19
9/14/2012,8/16/2012,20
9/14/2012,8/17/2012,21
9/14/2012,8/18/2012,25
9/14/2012,8/19/2012,25
9/14/2012,8/20/2012,55
9/14/2012,8/21/2012,57
9/14/2012,8/22/2012,57
9/14/2012,8/23/2012,63
9/14/2012,8/24/2012,66
9/14/2012,8/25/2012,66
9/14/2012,8/26/2012,67
9/14/2012,8/27/2012,68
9/14/2012,8/28/2012,70
9/14/2012,8/29/2012,70
9/14/2012,8/30/2012,70
9/14/2012,8/31/2012,71
9/14/2012,9/1/2012,71
9/14/2012,9/2/2012,71
9/14/2012,9/3/2012,76
9/14/2012,9/4/2012,83
9/14/2012,9/5/2012,87
9/14/2012,9/6/2012,90
9/14/2012,9/7/2012,93
9/14/2012,9/8/2012,99
9/14/2012,9/9/2012,104
9/14/2012,9/10/2012,118
9/14/2012,9/11/2012,125
9/14/2012,9/12/2012,129
9/14/2012,9/13/2012,141
9/14/2012,9/14/2012,198
9/15/2012,7/17/2012,0
9/15/2012,7/18/2012,1
9/15/2012,7/19/2012,3
9/15/2012,7/20/2012,3
9/15/2012,7/21/2012,3
9/15/2012,7/22/2012,5
9/15/2012,7/23/2012,5
9/15/2012,7/24/2012,5
9/15/2012,7/25/2012,5
9/15/2012,7/26/2012,5
9/15/2012,7/27/2012,5
9/15/2012,7/28/2012,5
9/15/2012,7/29/2012,5
9/15/2012,7/30/2012,9
9/15/2012,7/31/2012,9
9/15/2012,8/1/2012,9
9/15/2012,8/2/2012,10
9/15/2012,8/3/2012,10
9/15/2012,8/4/2012,10
9/15/2012,8/5/2012,13
9/15/2012,8/6/2012,13
9/15/2012,8/7/2012,13
9/15/2012,8/8/2012,13
9/15/2012,8/9/2012,15
9/15/2012,8/10/2012,15
9/15/2012,8/11/2012,15
9/15/2012,8/12/2012,18
9/15/2012,8/13/2012,20
9/15/2012,8/14/2012,23
9/15/2012,8/15/2012,24
9/15/2012,8/16/2012,24
9/15/2012,8/17/2012,25
9/15/2012,8/18/2012,29
9/15/2012,8/19/2012,29
9/15/2012,8/20/2012,67
9/15/2012,8/21/2012,67
9/15/2012,8/22/2012,67
9/15/2012,8/23/2012,72
9/15/2012,8/24/2012,72
9/15/2012,8/25/2012,72
9/15/2012,8/26/2012,73
9/15/2012,8/27/2012,77
9/15/2012,8/28/2012,77
9/15/2012,8/29/2012,78
9/15/2012,8/30/2012,81
9/15/2012,8/31/2012,81
9/15/2012,9/1/2012,81
9/15/2012,9/2/2012,82
9/15/2012,9/3/2012,86
9/15/2012,9/4/2012,90
9/15/2012,9/5/2012,93
9/15/2012,9/6/2012,100
9/15/2012,9/7/2012,104
9/15/2012,9/8/2012,104
9/15/2012,9/9/2012,107
9/15/2012,9/10/2012,114
9/15/2012,9/11/2012,121
9/15/2012,9/12/2012,130
9/15/2012,9/13/2012,149
9/15/2012,9/14/2012,186
9/15/2012,9/15/2012,225
9/16/2012,7/18/2012,1
9/16/2012,7/19/2012,1
9/16/2012,7/20/2012,1
9/16/2012,7/21/2012,1
9/16/2012,7/22/2012,1
9/16/2012,7/23/2012,2
9/16/2012,7/24/2012,2
9/16/2012,7/25/2012,3
9/16/2012,7/26/2012,3
9/16/2012,7/27/2012,3
9/16/2012,7/28/2012,7
9/16/2012,7/29/2012,7
9/16/2012,7/30/2012,9
9/16/2012,7/31/2012,9
9/16/2012,8/1/2012,9
9/16/2012,8/2/2012,9
9/16/2012,8/3/2012,12
9/16/2012,8/4/2012,12
9/16/2012,8/5/2012,13
9/16/2012,8/6/2012,15
9/16/2012,8/7/2012,15
9/16/2012,8/8/2012,15
9/16/2012,8/9/2012,17
9/16/2012,8/10/2012,18
9/16/2012,8/11/2012,18
9/16/2012,8/12/2012,18
9/16/2012,8/13/2012,22
9/16/2012,8/14/2012,28
9/16/2012,8/15/2012,33
9/16/2012,8/16/2012,33
9/16/2012,8/17/2012,38
9/16/2012,8/18/2012,38
9/16/2012,8/19/2012,38
9/16/2012,8/20/2012,77
9/16/2012,8/21/2012,85
9/16/2012,8/22/2012,88
9/16/2012,8/23/2012,90
9/16/2012,8/24/2012,92
9/16/2012,8/25/2012,92
9/16/2012,8/26/2012,93
9/16/2012,8/27/2012,108
9/16/2012,8/28/2012,115
9/16/2012,8/29/2012,118
9/16/2012,8/30/2012,128
9/16/2012,8/31/2012,138
9/16/2012,9/1/2012,139
9/16/2012,9/2/2012,140
9/16/2012,9/3/2012,144
9/16/2012,9/4/2012,207
9/16/2012,9/5/2012,211
9/16/2012,9/6/2012,223
9/16/2012,9/7/2012,229
9/16/2012,9/8/2012,229
9/16/2012,9/9/2012,229
9/16/2012,9/10/2012,247
9/16/2012,9/11/2012,253
9/16/2012,9/12/2012,270
9/16/2012,9/13/2012,278
9/16/2012,9/14/2012,297
9/16/2012,9/15/2012,306
9/16/2012,9/16/2012,341
9/17/2012,7/19/2012,2
9/17/2012,7/20/2012,2
9/17/2012,7/21/2012,2
9/17/2012,7/22/2012,2
9/17/2012,7/23/2012,5
9/17/2012,7/24/2012,7
9/17/2012,7/25/2012,8
9/17/2012,7/26/2012,8
9/17/2012,7/27/2012,8
9/17/2012,7/28/2012,12
9/17/2012,7/29/2012,12
9/17/2012,7/30/2012,14
9/17/2012,7/31/2012,22
9/17/2012,8/1/2012,22
9/17/2012,8/2/2012,22
9/17/2012,8/3/2012,27
9/17/2012,8/4/2012,27
9/17/2012,8/5/2012,32
9/17/2012,8/6/2012,36
9/17/2012,8/7/2012,44
9/17/2012,8/8/2012,44
9/17/2012,8/9/2012,47
9/17/2012,8/10/2012,47
9/17/2012,8/11/2012,47
9/17/2012,8/12/2012,47
9/17/2012,8/13/2012,51
9/17/2012,8/14/2012,59
9/17/2012,8/15/2012,65
9/17/2012,8/16/2012,70
9/17/2012,8/17/2012,75
9/17/2012,8/18/2012,75
9/17/2012,8/19/2012,75
9/17/2012,8/20/2012,105
9/17/2012,8/21/2012,108
9/17/2012,8/22/2012,113
9/17/2012,8/23/2012,119
9/17/2012,8/24/2012,123
9/17/2012,8/25/2012,123
9/17/2012,8/26/2012,125
9/17/2012,8/27/2012,127
9/17/2012,8/28/2012,143
9/17/2012,8/29/2012,159
9/17/2012,8/30/2012,173
9/17/2012,8/31/2012,186
9/17/2012,9/1/2012,187
9/17/2012,9/2/2012,188
9/17/2012,9/3/2012,195
9/17/2012,9/4/2012,263
9/17/2012,9/5/2012,284
9/17/2012,9/6/2012,311
9/17/2012,9/7/2012,331
9/17/2012,9/8/2012,333
9/17/2012,9/9/2012,336
9/17/2012,9/10/2012,358
9/17/2012,9/11/2012,374
9/17/2012,9/12/2012,432
9/17/2012,9/13/2012,455
9/17/2012,9/14/2012,481
9/17/2012,9/15/2012,486
9/17/2012,9/16/2012,499
9/17/2012,9/17/2012,543
9/18/2012,7/20/2012,5
9/18/2012,7/21/2012,10
9/18/2012,7/22/2012,10
9/18/2012,7/23/2012,13
9/18/2012,7/24/2012,15
9/18/2012,7/25/2012,16
9/18/2012,7/26/2012,18
9/18/2012,7/27/2012,20
9/18/2012,7/28/2012,26
9/18/2012,7/29/2012,26
9/18/2012,7/30/2012,28
9/18/2012,7/31/2012,36
9/18/2012,8/1/2012,36
9/18/2012,8/2/2012,36
9/18/2012,8/3/2012,41
9/18/2012,8/4/2012,41
9/18/2012,8/5/2012,46
9/18/2012,8/6/2012,50
9/18/2012,8/7/2012,61
9/18/2012,8/8/2012,67
9/18/2012,8/9/2012,70
9/18/2012,8/10/2012,74
9/18/2012,8/11/2012,75
9/18/2012,8/12/2012,77
9/18/2012,8/13/2012,81
9/18/2012,8/14/2012,92
9/18/2012,8/15/2012,102
9/18/2012,8/16/2012,108
9/18/2012,8/17/2012,115
9/18/2012,8/18/2012,121
9/18/2012,8/19/2012,121
9/18/2012,8/20/2012,124
9/18/2012,8/21/2012,127
9/18/2012,8/22/2012,132
9/18/2012,8/23/2012,140
9/18/2012,8/24/2012,142
9/18/2012,8/25/2012,142
9/18/2012,8/26/2012,144
9/18/2012,8/27/2012,147
9/18/2012,8/28/2012,156
9/18/2012,8/29/2012,174
9/18/2012,8/30/2012,189
9/18/2012,8/31/2012,202
9/18/2012,9/1/2012,203
9/18/2012,9/2/2012,204
9/18/2012,9/3/2012,210
9/18/2012,9/4/2012,281
9/18/2012,9/5/2012,302
9/18/2012,9/6/2012,330
9/18/2012,9/7/2012,355
9/18/2012,9/8/2012,357
9/18/2012,9/9/2012,357
9/18/2012,9/10/2012,384
9/18/2012,9/11/2012,411
9/18/2012,9/12/2012,473
9/18/2012,9/13/2012,493
9/18/2012,9/14/2012,509
9/18/2012,9/15/2012,516
9/18/2012,9/16/2012,523
9/18/2012,9/17/2012,560
9/18/2012,9/18/2012,588
9/19/2012,7/21/2012,5
9/19/2012,7/22/2012,7
9/19/2012,7/23/2012,12
9/19/2012,7/24/2012,20
9/19/2012,7/25/2012,21
9/19/2012,7/26/2012,29
9/19/2012,7/27/2012,31
9/19/2012,7/28/2012,39
9/19/2012,7/29/2012,39
9/19/2012,7/30/2012,44
9/19/2012,7/31/2012,60
9/19/2012,8/1/2012,65
9/19/2012,8/2/2012,65
9/19/2012,8/3/2012,72
9/19/2012,8/4/2012,75
9/19/2012,8/5/2012,77
9/19/2012,8/6/2012,85
9/19/2012,8/7/2012,96
9/19/2012,8/8/2012,102
9/19/2012,8/9/2012,109
9/19/2012,8/10/2012,114
9/19/2012,8/11/2012,126
9/19/2012,8/12/2012,128
9/19/2012,8/13/2012,134
9/19/2012,8/14/2012,156
9/19/2012,8/15/2012,178
9/19/2012,8/16/2012,184
9/19/2012,8/17/2012,196
9/19/2012,8/18/2012,203
9/19/2012,8/19/2012,205
9/19/2012,8/20/2012,206
9/19/2012,8/21/2012,214
9/19/2012,8/22/2012,219
9/19/2012,8/23/2012,230
9/19/2012,8/24/2012,234
9/19/2012,8/25/2012,234
9/19/2012,8/26/2012,236
9/19/2012,8/27/2012,242
9/19/2012,8/28/2012,251
9/19/2012,8/29/2012,262
9/19/2012,8/30/2012,277
9/19/2012,8/31/2012,283
9/19/2012,9/1/2012,284
9/19/2012,9/2/2012,285
9/19/2012,9/3/2012,292
9/19/2012,9/4/2012,357
9/19/2012,9/5/2012,377
9/19/2012,9/6/2012,396
9/19/2012,9/7/2012,416
9/19/2012,9/8/2012,418
9/19/2012,9/9/2012,418
9/19/2012,9/10/2012,429
9/19/2012,9/11/2012,445
9/19/2012,9/12/2012,501
9/19/2012,9/13/2012,517
9/19/2012,9/14/2012,526
9/19/2012,9/15/2012,533
9/19/2012,9/16/2012,538
9/19/2012,9/17/2012,568
9/19/2012,9/18/2012,582
9/19/2012,9/19/2012,604
9/20/2012,7/22/2012,2
9/20/2012,7/23/2012,11
9/20/2012,7/24/2012,22
9/20/2012,7/25/2012,23
9/20/2012,7/26/2012,29
9/20/2012,7/27/2012,35
9/20/2012,7/28/2012,49
9/20/2012,7/29/2012,52
9/20/2012,7/30/2012,57
9/20/2012,7/31/2012,77
9/20/2012,8/1/2012,82
9/20/2012,8/2/2012,82
9/20/2012,8/3/2012,87
9/20/2012,8/4/2012,94
9/20/2012,8/5/2012,96
9/20/2012,8/6/2012,107
9/20/2012,8/7/2012,122
9/20/2012,8/8/2012,130
9/20/2012,8/9/2012,144
9/20/2012,8/10/2012,149
9/20/2012,8/11/2012,161
9/20/2012,8/12/2012,162
9/20/2012,8/13/2012,169
9/20/2012,8/14/2012,194
9/20/2012,8/15/2012,210
9/20/2012,8/16/2012,215
9/20/2012,8/17/2012,225
9/20/2012,8/18/2012,232
9/20/2012,8/19/2012,234
9/20/2012,8/20/2012,235
9/20/2012,8/21/2012,242
9/20/2012,8/22/2012,244
9/20/2012,8/23/2012,257
9/20/2012,8/24/2012,266
9/20/2012,8/25/2012,266
9/20/2012,8/26/2012,268
9/20/2012,8/27/2012,274
9/20/2012,8/28/2012,283
9/20/2012,8/29/2012,296
9/20/2012,8/30/2012,308
9/20/2012,8/31/2012,312
9/20/2012,9/1/2012,312
9/20/2012,9/2/2012,313
9/20/2012,9/3/2012,319
9/20/2012,9/4/2012,382
9/20/2012,9/5/2012,402
9/20/2012,9/6/2012,415
9/20/2012,9/7/2012,417
9/20/2012,9/8/2012,419
9/20/2012,9/9/2012,419
9/20/2012,9/10/2012,422
9/20/2012,9/11/2012,424
9/20/2012,9/12/2012,467
9/20/2012,9/13/2012,476
9/20/2012,9/14/2012,481
9/20/2012,9/15/2012,485
9/20/2012,9/16/2012,487
9/20/2012,9/17/2012,505
9/20/2012,9/18/2012,533
9/20/2012,9/19/2012,544
9/20/2012,9/20/2012,570
9/21/2012,7/23/2012,9
9/21/2012,7/24/2012,20
9/21/2012,7/25/2012,20
9/21/2012,7/26/2012,26
9/21/2012,7/27/2012,32
9/21/2012,7/28/2012,42
9/21/2012,7/29/2012,45
9/21/2012,7/30/2012,50
9/21/2012,7/31/2012,71
9/21/2012,8/1/2012,76
9/21/2012,8/2/2012,76
9/21/2012,8/3/2012,78
9/21/2012,8/4/2012,88
9/21/2012,8/5/2012,93
9/21/2012,8/6/2012,102
9/21/2012,8/7/2012,117
9/21/2012,8/8/2012,123
9/21/2012,8/9/2012,138
9/21/2012,8/10/2012,143
9/21/2012,8/11/2012,155
9/21/2012,8/12/2012,156
9/21/2012,8/13/2012,163
9/21/2012,8/14/2012,191
9/21/2012,8/15/2012,202
9/21/2012,8/16/2012,207
9/21/2012,8/17/2012,213
9/21/2012,8/18/2012,220
9/21/2012,8/19/2012,222
9/21/2012,8/20/2012,223
9/21/2012,8/21/2012,231
9/21/2012,8/22/2012,233
9/21/2012,8/23/2012,246
9/21/2012,8/24/2012,261
9/21/2012,8/25/2012,263
9/21/2012,8/26/2012,265
9/21/2012,8/27/2012,270
9/21/2012,8/28/2012,274
9/21/2012,8/29/2012,285
9/21/2012,8/30/2012,290
9/21/2012,8/31/2012,294
9/21/2012,9/1/2012,294
9/21/2012,9/2/2012,295
9/21/2012,9/3/2012,301
9/21/2012,9/4/2012,363
9/21/2012,9/5/2012,376
9/21/2012,9/6/2012,380
9/21/2012,9/7/2012,381
9/21/2012,9/8/2012,383
9/21/2012,9/9/2012,385
9/21/2012,9/10/2012,387
9/21/2012,9/11/2012,392
9/21/2012,9/12/2012,399
9/21/2012,9/13/2012,404
9/21/2012,9/14/2012,407
9/21/2012,9/15/2012,412
9/21/2012,9/16/2012,417
9/21/2012,9/17/2012,427
9/21/2012,9/18/2012,442
9/21/2012,9/19/2012,453
9/21/2012,9/20/2012,470
9/21/2012,9/21/2012,490
9/22/2012,7/24/2012,9
9/22/2012,7/25/2012,9
9/22/2012,7/26/2012,15
9/22/2012,7/27/2012,20
9/22/2012,7/28/2012,30
9/22/2012,7/29/2012,33
9/22/2012,7/30/2012,36
9/22/2012,7/31/2012,57
9/22/2012,8/1/2012,62
9/22/2012,8/2/2012,62
9/22/2012,8/3/2012,64
9/22/2012,8/4/2012,71
9/22/2012,8/5/2012,76
9/22/2012,8/6/2012,85
9/22/2012,8/7/2012,100
9/22/2012,8/8/2012,108
9/22/2012,8/9/2012,120
9/22/2012,8/10/2012,125
9/22/2012,8/11/2012,137
9/22/2012,8/12/2012,138
9/22/2012,8/13/2012,143
9/22/2012,8/14/2012,173
9/22/2012,8/15/2012,179
9/22/2012,8/16/2012,184
9/22/2012,8/17/2012,189
9/22/2012,8/18/2012,196
9/22/2012,8/19/2012,198
9/22/2012,8/20/2012,199
9/22/2012,8/21/2012,202
9/22/2012,8/22/2012,204
9/22/2012,8/23/2012,219
9/22/2012,8/24/2012,231
9/22/2012,8/25/2012,233
9/22/2012,8/26/2012,235
9/22/2012,8/27/2012,243
9/22/2012,8/28/2012,250
9/22/2012,8/29/2012,259
9/22/2012,8/30/2012,259
9/22/2012,8/31/2012,262
9/22/2012,9/1/2012,262
9/22/2012,9/2/2012,263
9/22/2012,9/3/2012,269
9/22/2012,9/4/2012,319
9/22/2012,9/5/2012,328
9/22/2012,9/6/2012,332
9/22/2012,9/7/2012,335
9/22/2012,9/8/2012,335
9/22/2012,9/9/2012,335
9/22/2012,9/10/2012,342
9/22/2012,9/11/2012,353
9/22/2012,9/12/2012,365
9/22/2012,9/13/2012,374
9/22/2012,9/14/2012,382
9/22/2012,9/15/2012,387
9/22/2012,9/16/2012,390
9/22/2012,9/17/2012,407
9/22/2012,9/18/2012,423
9/22/2012,9/19/2012,441
9/22/2012,9/20/2012,459
9/22/2012,9/21/2012,475
9/22/2012,9/22/2012,511
9/23/2012,7/25/2012,0
9/23/2012,7/26/2012,0
9/23/2012,7/27/2012,0
9/23/2012,7/28/2012,0
9/23/2012,7/29/2012,0
9/23/2012,7/30/2012,0
9/23/2012,7/31/2012,0
9/23/2012,8/1/2012,1
9/23/2012,8/2/2012,2
9/23/2012,8/3/2012,2
9/23/2012,8/4/2012,2
9/23/2012,8/5/2012,2
9/23/2012,8/6/2012,2
9/23/2012,8/7/2012,4
9/23/2012,8/8/2012,4
9/23/2012,8/9/2012,4
9/23/2012,8/10/2012,4
9/23/2012,8/11/2012,5
9/23/2012,8/12/2012,5
9/23/2012,8/13/2012,5
9/23/2012,8/14/2012,9
9/23/2012,8/15/2012,14
9/23/2012,8/16/2012,14
9/23/2012,8/17/2012,15
9/23/2012,8/18/2012,15
9/23/2012,8/19/2012,15
9/23/2012,8/20/2012,15
9/23/2012,8/21/2012,15
9/23/2012,8/22/2012,15
9/23/2012,8/23/2012,17
9/23/2012,8/24/2012,19
9/23/2012,8/25/2012,19
9/23/2012,8/26/2012,20
9/23/2012,8/27/2012,23
9/23/2012,8/28/2012,29
9/23/2012,8/29/2012,29
9/23/2012,8/30/2012,30
9/23/2012,8/31/2012,31
9/23/2012,9/1/2012,31
9/23/2012,9/2/2012,31
9/23/2012,9/3/2012,33
9/23/2012,9/4/2012,78
9/23/2012,9/5/2012,80
9/23/2012,9/6/2012,84
9/23/2012,9/7/2012,84
9/23/2012,9/8/2012,84
9/23/2012,9/9/2012,84
9/23/2012,9/10/2012,89
9/23/2012,9/11/2012,99
9/23/2012,9/12/2012,114
9/23/2012,9/13/2012,133
9/23/2012,9/14/2012,142
9/23/2012,9/15/2012,144
9/23/2012,9/16/2012,146
9/23/2012,9/17/2012,161
9/23/2012,9/18/2012,178
9/23/2012,9/19/2012,197
9/23/2012,9/20/2012,204
9/23/2012,9/21/2012,235
9/23/2012,9/22/2012,238
9/23/2012,9/23/2012,265
9/24/2012,7/26/2012,0
9/24/2012,7/27/2012,0
9/24/2012,7/28/2012,0
9/24/2012,7/29/2012,0
9/24/2012,7/30/2012,0
9/24/2012,7/31/2012,0
9/24/2012,8/1/2012,1
9/24/2012,8/2/2012,2
9/24/2012,8/3/2012,4
9/24/2012,8/4/2012,4
9/24/2012,8/5/2012,4
9/24/2012,8/6/2012,4
9/24/2012,8/7/2012,4
9/24/2012,8/8/2012,4
9/24/2012,8/9/2012,4
9/24/2012,8/10/2012,4
9/24/2012,8/11/2012,5
9/24/2012,8/12/2012,5
9/24/2012,8/13/2012,5
9/24/2012,8/14/2012,8
9/24/2012,8/15/2012,9
9/24/2012,8/16/2012,11
9/24/2012,8/17/2012,12
9/24/2012,8/18/2012,12
9/24/2012,8/19/2012,12
9/24/2012,8/20/2012,15
9/24/2012,8/21/2012,16
9/24/2012,8/22/2012,18
9/24/2012,8/23/2012,22
9/24/2012,8/24/2012,24
9/24/2012,8/25/2012,24
9/24/2012,8/26/2012,28
9/24/2012,8/27/2012,33
9/24/2012,8/28/2012,39
9/24/2012,8/29/2012,39
9/24/2012,8/30/2012,45
9/24/2012,8/31/2012,51
9/24/2012,9/1/2012,51
9/24/2012,9/2/2012,51
9/24/2012,9/3/2012,51
9/24/2012,9/4/2012,104
9/24/2012,9/5/2012,121
9/24/2012,9/6/2012,131
9/24/2012,9/7/2012,195
9/24/2012,9/8/2012,199
9/24/2012,9/9/2012,199
9/24/2012,9/10/2012,211
9/24/2012,9/11/2012,232
9/24/2012,9/12/2012,253
9/24/2012,9/13/2012,288
9/24/2012,9/14/2012,297
9/24/2012,9/15/2012,299
9/24/2012,9/16/2012,304
9/24/2012,9/17/2012,325
9/24/2012,9/18/2012,359
9/24/2012,9/19/2012,398
9/24/2012,9/20/2012,419
9/24/2012,9/21/2012,498
9/24/2012,9/22/2012,505
9/24/2012,9/23/2012,522
9/24/2012,9/24/2012,561
9/25/2012,7/27/2012,1
9/25/2012,7/28/2012,1
9/25/2012,7/29/2012,1
9/25/2012,7/30/2012,1
9/25/2012,7/31/2012,1
9/25/2012,8/1/2012,2
9/25/2012,8/2/2012,3
9/25/2012,8/3/2012,5
9/25/2012,8/4/2012,5
9/25/2012,8/5/2012,5
9/25/2012,8/6/2012,5
9/25/2012,8/7/2012,5
9/25/2012,8/8/2012,5
9/25/2012,8/9/2012,5
9/25/2012,8/10/2012,5
9/25/2012,8/11/2012,5
9/25/2012,8/12/2012,5
9/25/2012,8/13/2012,5
9/25/2012,8/14/2012,8
9/25/2012,8/15/2012,8
9/25/2012,8/16/2012,10
9/25/2012,8/17/2012,12
9/25/2012,8/18/2012,12
9/25/2012,8/19/2012,12
9/25/2012,8/20/2012,15
9/25/2012,8/21/2012,17
9/25/2012,8/22/2012,19
9/25/2012,8/23/2012,21
9/25/2012,8/24/2012,23
9/25/2012,8/25/2012,23
9/25/2012,8/26/2012,27
9/25/2012,8/27/2012,32
9/25/2012,8/28/2012,38
9/25/2012,8/29/2012,39
9/25/2012,8/30/2012,45
9/25/2012,8/31/2012,52
9/25/2012,9/1/2012,52
9/25/2012,9/2/2012,52
9/25/2012,9/3/2012,52
9/25/2012,9/4/2012,105
9/25/2012,9/5/2012,119
9/25/2012,9/6/2012,137
9/25/2012,9/7/2012,211
9/25/2012,9/8/2012,215
9/25/2012,9/9/2012,217
9/25/2012,9/10/2012,235
9/25/2012,9/11/2012,258
9/25/2012,9/12/2012,273
9/25/2012,9/13/2012,299
9/25/2012,9/14/2012,312
9/25/2012,9/15/2012,314
9/25/2012,9/16/2012,317
9/25/2012,9/17/2012,340
9/25/2012,9/18/2012,379
9/25/2012,9/19/2012,425
9/25/2012,9/20/2012,455
9/25/2012,9/21/2012,539
9/25/2012,9/22/2012,548
9/25/2012,9/23/2012,562
9/25/2012,9/24/2012,596
9/25/2012,9/25/2012,638
9/26/2012,7/28/2012,0
9/26/2012,7/29/2012,0
9/26/2012,7/30/2012,0
9/26/2012,7/31/2012,0
9/26/2012,8/1/2012,1
9/26/2012,8/2/2012,2
9/26/2012,8/3/2012,4
9/26/2012,8/4/2012,4
9/26/2012,8/5/2012,4
9/26/2012,8/6/2012,4
9/26/2012,8/7/2012,4
9/26/2012,8/8/2012,6
9/26/2012,8/9/2012,6
9/26/2012,8/10/2012,6
9/26/2012,8/11/2012,6
9/26/2012,8/12/2012,6
9/26/2012,8/13/2012,6
9/26/2012,8/14/2012,10
9/26/2012,8/15/2012,10
9/26/2012,8/16/2012,12
9/26/2012,8/17/2012,13
9/26/2012,8/18/2012,13
9/26/2012,8/19/2012,13
9/26/2012,8/20/2012,16
9/26/2012,8/21/2012,23
9/26/2012,8/22/2012,25
9/26/2012,8/23/2012,25
9/26/2012,8/24/2012,29
9/26/2012,8/25/2012,29
9/26/2012,8/26/2012,32
9/26/2012,8/27/2012,39
9/26/2012,8/28/2012,44
9/26/2012,8/29/2012,50
9/26/2012,8/30/2012,56
9/26/2012,8/31/2012,57
9/26/2012,9/1/2012,57
9/26/2012,9/2/2012,57
9/26/2012,9/3/2012,57
9/26/2012,9/4/2012,110
9/26/2012,9/5/2012,125
9/26/2012,9/6/2012,129
9/26/2012,9/7/2012,154
9/26/2012,9/8/2012,154
9/26/2012,9/9/2012,158
9/26/2012,9/10/2012,175
9/26/2012,9/11/2012,226
9/26/2012,9/12/2012,232
9/26/2012,9/13/2012,247
9/26/2012,9/14/2012,261
9/26/2012,9/15/2012,263
9/26/2012,9/16/2012,268
9/26/2012,9/17/2012,281
9/26/2012,9/18/2012,324
9/26/2012,9/19/2012,370
9/26/2012,9/20/2012,388
9/26/2012,9/21/2012,472
9/26/2012,9/22/2012,485
9/26/2012,9/23/2012,494
9/26/2012,9/24/2012,532
9/26/2012,9/25/2012,561
9/26/2012,9/26/2012,608
9/27/2012,7/29/2012,0
9/27/2012,7/30/2012,0
9/27/2012,7/31/2012,3
9/27/2012,8/1/2012,12
9/27/2012,8/2/2012,13
9/27/2012,8/3/2012,15
9/27/2012,8/4/2012,15
9/27/2012,8/5/2012,17
9/27/2012,8/6/2012,17
9/27/2012,8/7/2012,19
9/27/2012,8/8/2012,22
9/27/2012,8/9/2012,22
9/27/2012,8/10/2012,24
9/27/2012,8/11/2012,25
9/27/2012,8/12/2012,25
9/27/2012,8/13/2012,32
9/27/2012,8/14/2012,36
9/27/2012,8/15/2012,38
9/27/2012,8/16/2012,41
9/27/2012,8/17/2012,42
9/27/2012,8/18/2012,44
9/27/2012,8/19/2012,44
9/27/2012,8/20/2012,63
9/27/2012,8/21/2012,70
9/27/2012,8/22/2012,70
9/27/2012,8/23/2012,70
9/27/2012,8/24/2012,71
9/27/2012,8/25/2012,71
9/27/2012,8/26/2012,71
9/27/2012,8/27/2012,74
9/27/2012,8/28/2012,110
9/27/2012,8/29/2012,151
9/27/2012,8/30/2012,165
9/27/2012,8/31/2012,190
9/27/2012,9/1/2012,191
9/27/2012,9/2/2012,191
9/27/2012,9/3/2012,191
9/27/2012,9/4/2012,244
9/27/2012,9/5/2012,279
9/27/2012,9/6/2012,355
9/27/2012,9/7/2012,391
9/27/2012,9/8/2012,394
9/27/2012,9/9/2012,398
9/27/2012,9/10/2012,429
9/27/2012,9/11/2012,440
9/27/2012,9/12/2012,450
9/27/2012,9/13/2012,464
9/27/2012,9/14/2012,480
9/27/2012,9/15/2012,484
9/27/2012,9/16/2012,486
