departure_date,booking_date,cum_bookings
10/12/2012,8/21/2012,14
10/12/2012,8/22/2012,21
10/12/2012,8/23/2012,22
10/12/2012,8/24/2012,24
10/12/2012,8/25/2012,29
10/12/2012,8/26/2012,31
10/12/2012,8/27/2012,37
10/12/2012,8/28/2012,37
10/12/2012,8/29/2012,42
10/12/2012,8/30/2012,42
10/12/2012,8/31/2012,47
10/12/2012,9/1/2012,47
10/12/2012,9/2/2012,48
10/12/2012,9/3/2012,48
10/12/2012,9/4/2012,89
10/12/2012,9/5/2012,93
10/12/2012,9/6/2012,96
10/12/2012,9/7/2012,96
10/12/2012,9/8/2012,96
10/12/2012,9/9/2012,96
10/12/2012,9/10/2012,99
10/12/2012,9/11/2012,100
10/12/2012,9/12/2012,104
10/12/2012,9/13/2012,104
10/12/2012,9/14/2012,109
10/12/2012,9/15/2012,116
10/12/2012,9/16/2012,117
10/12/2012,9/17/2012,122
10/12/2012,9/18/2012,127
10/12/2012,9/19/2012,137
10/12/2012,9/20/2012,147
10/12/2012,9/21/2012,161
10/12/2012,9/22/2012,161
10/12/2012,9/23/2012,161
10/12/2012,9/24/2012,172
10/12/2012,9/25/2012,179
10/12/2012,9/26/2012,183
10/12/2012,9/27/2012,193
10/12/2012,9/28/2012,196
10/12/2012,9/29/2012,197
10/12/2012,9/30/2012,197
10/12/2012,10/1/2012,199
10/12/2012,10/2/2012,208
10/12/2012,10/3/2012,217
10/12/2012,10/4/2012,228
10/12/2012,10/5/2012,232
10/12/2012,10/6/2012,236
10/12/2012,10/7/2012,238
10/12/2012,10/8/2012,267
10/12/2012,10/9/2012,273
10/12/2012,10/10/2012,288
10/12/2012,10/11/2012,321
10/12/2012,10/12/2012,397
10/13/2012,8/14/2012,3
10/13/2012,8/15/2012,4
10/13/2012,8/16/2012,6
10/13/2012,8/17/2012,9
10/13/2012,8/18/2012,12
10/13/2012,8/19/2012,12
10/13/2012,8/20/2012,15
10/13/2012,8/21/2012,17
10/13/2012,8/22/2012,24
10/13/2012,8/23/2012,25
10/13/2012,8/24/2012,27
10/13/2012,8/25/2012,32
10/13/2012,8/26/2012,34
10/13/2012,8/27/2012,40
10/13/2012,8/28/2012,40
10/13/2012,8/29/2012,46
10/13/2012,8/30/2012,46
10/13/2012,8/31/2012,49
10/13/2012,9/1/2012,49
10/13/2012,9/2/2012,50
10/13/2012,9/3/2012,50
10/13/2012,9/4/2012,91
10/13/2012,9/5/2012,98
10/13/2012,9/6/2012,103
10/13/2012,9/7/2012,105
10/13/2012,9/8/2012,105
10/13/2012,9/9/2012,105
10/13/2012,9/10/2012,112
10/13/2012,9/11/2012,117
10/13/2012,9/12/2012,120
10/13/2012,9/13/2012,121
10/13/2012,9/14/2012,126
10/13/2012,9/15/2012,133
10/13/2012,9/16/2012,134
10/13/2012,9/17/2012,136
10/13/2012,9/18/2012,146
10/13/2012,9/19/2012,154
10/13/2012,9/20/2012,162
10/13/2012,9/21/2012,167
10/13/2012,9/22/2012,167
10/13/2012,9/23/2012,169
10/13/2012,9/24/2012,171
10/13/2012,9/25/2012,173
10/13/2012,9/26/2012,178
10/13/2012,9/27/2012,185
10/13/2012,9/28/2012,187
10/13/2012,9/29/2012,187
10/13/2012,9/30/2012,189
10/13/2012,10/1/2012,193
10/13/2012,10/2/2012,202
10/13/2012,10/3/2012,210
10/13/2012,10/4/2012,218
10/13/2012,10/5/2012,221
10/13/2012,10/6/2012,224
10/13/2012,10/7/2012,228
10/13/2012,10/8/2012,238
10/13/2012,10/9/2012,247
10/13/2012,10/10/2012,264
10/13/2012,10/11/2012,289
10/13/2012,10/12/2012,335
10/13/2012,10/13/2012,396
10/14/2012,8/15/2012,1
10/14/2012,8/16/2012,3
10/14/2012,8/17/2012,3
10/14/2012,8/18/2012,3
10/14/2012,8/19/2012,3
10/14/2012,8/20/2012,3
10/14/2012,8/21/2012,4
10/14/2012,8/22/2012,8
10/14/2012,8/23/2012,8
10/14/2012,8/24/2012,8
10/14/2012,8/25/2012,8
10/14/2012,8/26/2012,8
10/14/2012,8/27/2012,8
10/14/2012,8/28/2012,8
10/14/2012,8/29/2012,10
10/14/2012,8/30/2012,13
10/14/2012,8/31/2012,17
10/14/2012,9/1/2012,17
10/14/2012,9/2/2012,17
10/14/2012,9/3/2012,17
10/14/2012,9/4/2012,63
10/14/2012,9/5/2012,68
10/14/2012,9/6/2012,72
10/14/2012,9/7/2012,72
10/14/2012,9/8/2012,72
10/14/2012,9/9/2012,72
10/14/2012,9/10/2012,78
10/14/2012,9/11/2012,78
10/14/2012,9/12/2012,78
10/14/2012,9/13/2012,78
10/14/2012,9/14/2012,79
10/14/2012,9/15/2012,81
10/14/2012,9/16/2012,82
10/14/2012,9/17/2012,86
10/14/2012,9/18/2012,100
10/14/2012,9/19/2012,113
10/14/2012,9/20/2012,121
10/14/2012,9/21/2012,135
10/14/2012,9/22/2012,135
10/14/2012,9/23/2012,135
10/14/2012,9/24/2012,141
10/14/2012,9/25/2012,221
10/14/2012,9/26/2012,581
10/14/2012,9/27/2012,594
10/14/2012,9/28/2012,600
10/14/2012,9/29/2012,600
10/14/2012,9/30/2012,600
10/14/2012,10/1/2012,613
10/14/2012,10/2/2012,624
10/14/2012,10/3/2012,629
10/14/2012,10/4/2012,633
10/14/2012,10/5/2012,633
10/14/2012,10/6/2012,635
10/14/2012,10/7/2012,635
10/14/2012,10/8/2012,637
10/14/2012,10/9/2012,637
10/14/2012,10/10/2012,642
10/14/2012,10/11/2012,646
10/14/2012,10/12/2012,650
10/14/2012,10/13/2012,654
10/14/2012,10/14/2012,666
10/15/2012,8/16/2012,2
10/15/2012,8/17/2012,2
10/15/2012,8/18/2012,2
10/15/2012,8/19/2012,2
10/15/2012,8/20/2012,2
10/15/2012,8/21/2012,5
10/15/2012,8/22/2012,9
10/15/2012,8/23/2012,9
10/15/2012,8/24/2012,9
10/15/2012,8/25/2012,9
10/15/2012,8/26/2012,9
10/15/2012,8/27/2012,9
10/15/2012,8/28/2012,9
10/15/2012,8/29/2012,9
10/15/2012,8/30/2012,13
10/15/2012,8/31/2012,17
10/15/2012,9/1/2012,17
10/15/2012,9/2/2012,17
10/15/2012,9/3/2012,17
10/15/2012,9/4/2012,63
10/15/2012,9/5/2012,66
10/15/2012,9/6/2012,73
10/15/2012,9/7/2012,86
10/15/2012,9/8/2012,86
10/15/2012,9/9/2012,86
10/15/2012,9/10/2012,96
10/15/2012,9/11/2012,98
10/15/2012,9/12/2012,101
10/15/2012,9/13/2012,101
10/15/2012,9/14/2012,104
10/15/2012,9/15/2012,105
10/15/2012,9/16/2012,106
10/15/2012,9/17/2012,110
10/15/2012,9/18/2012,159
10/15/2012,9/19/2012,173
10/15/2012,9/20/2012,181
10/15/2012,9/21/2012,216
10/15/2012,9/22/2012,217
10/15/2012,9/23/2012,217
10/15/2012,9/24/2012,223
10/15/2012,9/25/2012,304
10/15/2012,9/26/2012,664
10/15/2012,9/27/2012,679
10/15/2012,9/28/2012,685
10/15/2012,9/29/2012,685
10/15/2012,9/30/2012,685
10/15/2012,10/1/2012,703
10/15/2012,10/2/2012,713
10/15/2012,10/3/2012,733
10/15/2012,10/4/2012,734
10/15/2012,10/5/2012,734
10/15/2012,10/6/2012,734
10/15/2012,10/7/2012,734
10/15/2012,10/8/2012,734
10/15/2012,10/9/2012,735
10/15/2012,10/10/2012,735
10/15/2012,10/11/2012,736
10/15/2012,10/12/2012,738
10/15/2012,10/13/2012,739
10/15/2012,10/14/2012,739
10/15/2012,10/15/2012,752
10/16/2012,8/17/2012,0
10/16/2012,8/18/2012,0
10/16/2012,8/19/2012,0
10/16/2012,8/20/2012,0
10/16/2012,8/21/2012,3
10/16/2012,8/22/2012,3
10/16/2012,8/23/2012,3
10/16/2012,8/24/2012,3
10/16/2012,8/25/2012,3
10/16/2012,8/26/2012,3
10/16/2012,8/27/2012,3
10/16/2012,8/28/2012,3
10/16/2012,8/29/2012,3
10/16/2012,8/30/2012,8
10/16/2012,8/31/2012,12
10/16/2012,9/1/2012,12
10/16/2012,9/2/2012,12
10/16/2012,9/3/2012,12
10/16/2012,9/4/2012,59
10/16/2012,9/5/2012,59
10/16/2012,9/6/2012,64
10/16/2012,9/7/2012,77
10/16/2012,9/8/2012,77
10/16/2012,9/9/2012,77
10/16/2012,9/10/2012,80
10/16/2012,9/11/2012,82
10/16/2012,9/12/2012,88
10/16/2012,9/13/2012,88
10/16/2012,9/14/2012,90
10/16/2012,9/15/2012,91
10/16/2012,9/16/2012,92
10/16/2012,9/17/2012,96
10/16/2012,9/18/2012,148
10/16/2012,9/19/2012,167
10/16/2012,9/20/2012,176
10/16/2012,9/21/2012,209
10/16/2012,9/22/2012,210
10/16/2012,9/23/2012,210
10/16/2012,9/24/2012,210
10/16/2012,9/25/2012,290
10/16/2012,9/26/2012,645
10/16/2012,9/27/2012,661
10/16/2012,9/28/2012,667
10/16/2012,9/29/2012,667
10/16/2012,9/30/2012,667
10/16/2012,10/1/2012,681
10/16/2012,10/2/2012,692
10/16/2012,10/3/2012,704
10/16/2012,10/4/2012,705
10/16/2012,10/5/2012,707
10/16/2012,10/6/2012,707
10/16/2012,10/7/2012,707
10/16/2012,10/8/2012,709
10/16/2012,10/9/2012,712
10/16/2012,10/10/2012,717
10/16/2012,10/11/2012,718
10/16/2012,10/12/2012,719
10/16/2012,10/13/2012,720
10/16/2012,10/14/2012,720
10/16/2012,10/15/2012,734
10/16/2012,10/16/2012,749
10/17/2012,8/18/2012,0
10/17/2012,8/19/2012,0
10/17/2012,8/20/2012,0
10/17/2012,8/21/2012,2
10/17/2012,8/22/2012,2
10/17/2012,8/23/2012,2
10/17/2012,8/24/2012,2
10/17/2012,8/25/2012,2
10/17/2012,8/26/2012,2
10/17/2012,8/27/2012,2
10/17/2012,8/28/2012,3
10/17/2012,8/29/2012,3
10/17/2012,8/30/2012,12
10/17/2012,8/31/2012,15
10/17/2012,9/1/2012,15
10/17/2012,9/2/2012,15
10/17/2012,9/3/2012,15
10/17/2012,9/4/2012,57
10/17/2012,9/5/2012,61
10/17/2012,9/6/2012,65
10/17/2012,9/7/2012,107
10/17/2012,9/8/2012,107
10/17/2012,9/9/2012,107
10/17/2012,9/10/2012,126
10/17/2012,9/11/2012,130
10/17/2012,9/12/2012,143
10/17/2012,9/13/2012,145
10/17/2012,9/14/2012,148
10/17/2012,9/15/2012,149
10/17/2012,9/16/2012,150
10/17/2012,9/17/2012,156
10/17/2012,9/18/2012,206
10/17/2012,9/19/2012,221
10/17/2012,9/20/2012,233
10/17/2012,9/21/2012,262
10/17/2012,9/22/2012,263
10/17/2012,9/23/2012,263
10/17/2012,9/24/2012,268
10/17/2012,9/25/2012,281
10/17/2012,9/26/2012,301
10/17/2012,9/27/2012,314
10/17/2012,9/28/2012,329
10/17/2012,9/29/2012,330
10/17/2012,9/30/2012,330
10/17/2012,10/1/2012,341
10/17/2012,10/2/2012,352
10/17/2012,10/3/2012,379
10/17/2012,10/4/2012,387
10/17/2012,10/5/2012,392
10/17/2012,10/6/2012,396
10/17/2012,10/7/2012,396
10/17/2012,10/8/2012,404
10/17/2012,10/9/2012,410
10/17/2012,10/10/2012,428
10/17/2012,10/11/2012,435
10/17/2012,10/12/2012,450
10/17/2012,10/13/2012,454
10/17/2012,10/14/2012,455
10/17/2012,10/15/2012,487
10/17/2012,10/16/2012,514
10/17/2012,10/17/2012,570
10/18/2012,8/19/2012,0
10/18/2012,8/20/2012,3
10/18/2012,8/21/2012,3
10/18/2012,8/22/2012,3
10/18/2012,8/23/2012,3
10/18/2012,8/24/2012,5
10/18/2012,8/25/2012,5
10/18/2012,8/26/2012,5
10/18/2012,8/27/2012,11
10/18/2012,8/28/2012,44
10/18/2012,8/29/2012,62
10/18/2012,8/30/2012,79
10/18/2012,8/31/2012,95
10/18/2012,9/1/2012,96
10/18/2012,9/2/2012,97
10/18/2012,9/3/2012,105
10/18/2012,9/4/2012,187
10/18/2012,9/5/2012,203
10/18/2012,9/6/2012,218
10/18/2012,9/7/2012,227
10/18/2012,9/8/2012,234
10/18/2012,9/9/2012,238
10/18/2012,9/10/2012,262
10/18/2012,9/11/2012,269
10/18/2012,9/12/2012,291
10/18/2012,9/13/2012,303
10/18/2012,9/14/2012,307
10/18/2012,9/15/2012,308
10/18/2012,9/16/2012,316
10/18/2012,9/17/2012,327
10/18/2012,9/18/2012,361
10/18/2012,9/19/2012,390
10/18/2012,9/20/2012,414
10/18/2012,9/21/2012,433
10/18/2012,9/22/2012,434
10/18/2012,9/23/2012,435
10/18/2012,9/24/2012,453
10/18/2012,9/25/2012,473
10/18/2012,9/26/2012,499
10/18/2012,9/27/2012,518
10/18/2012,9/28/2012,531
10/18/2012,9/29/2012,536
10/18/2012,9/30/2012,536
10/18/2012,10/1/2012,548
10/18/2012,10/2/2012,564
10/18/2012,10/3/2012,598
10/18/2012,10/4/2012,618
10/18/2012,10/5/2012,629
10/18/2012,10/6/2012,639
10/18/2012,10/7/2012,640
10/18/2012,10/8/2012,648
10/18/2012,10/9/2012,656
10/18/2012,10/10/2012,662
10/18/2012,10/11/2012,674
10/18/2012,10/12/2012,681
10/18/2012,10/13/2012,686
10/18/2012,10/14/2012,689
10/18/2012,10/15/2012,720
10/18/2012,10/16/2012,737
10/18/2012,10/17/2012,750
10/18/2012,10/18/2012,799
10/19/2012,8/20/2012,2
10/19/2012,8/21/2012,6
10/19/2012,8/22/2012,6
10/19/2012,8/23/2012,8
10/19/2012,8/24/2012,14
10/19/2012,8/25/2012,14
10/19/2012,8/26/2012,14
10/19/2012,8/27/2012,21
10/19/2012,8/28/2012,26
10/19/2012,8/29/2012,28
10/19/2012,8/30/2012,30
10/19/2012,8/31/2012,31
10/19/2012,9/1/2012,31
10/19/2012,9/2/2012,31
10/19/2012,9/3/2012,31
10/19/2012,9/4/2012,35
10/19/2012,9/5/2012,50
10/19/2012,9/6/2012,56
10/19/2012,9/7/2012,61
10/19/2012,9/8/2012,65
10/19/2012,9/9/2012,66
10/19/2012,9/10/2012,79
10/19/2012,9/11/2012,87
10/19/2012,9/12/2012,91
10/19/2012,9/13/2012,98
10/19/2012,9/14/2012,100
10/19/2012,9/15/2012,101
10/19/2012,9/16/2012,103
10/19/2012,9/17/2012,110
10/19/2012,9/18/2012,122
10/19/2012,9/19/2012,134
10/19/2012,9/20/2012,156
10/19/2012,9/21/2012,164
10/19/2012,9/22/2012,166
10/19/2012,9/23/2012,166
10/19/2012,9/24/2012,181
10/19/2012,9/25/2012,186
10/19/2012,9/26/2012,197
10/19/2012,9/27/2012,204
10/19/2012,9/28/2012,207
10/19/2012,9/29/2012,209
10/19/2012,9/30/2012,209
10/19/2012,10/1/2012,217
10/19/2012,10/2/2012,221
10/19/2012,10/3/2012,242
10/19/2012,10/4/2012,252
10/19/2012,10/5/2012,253
10/19/2012,10/6/2012,258
10/19/2012,10/7/2012,258
10/19/2012,10/8/2012,266
10/19/2012,10/9/2012,270
10/19/2012,10/10/2012,277
10/19/2012,10/11/2012,288
10/19/2012,10/12/2012,296
10/19/2012,10/13/2012,303
10/19/2012,10/14/2012,308
10/19/2012,10/15/2012,320
10/19/2012,10/16/2012,338
10/19/2012,10/17/2012,350
10/19/2012,10/18/2012,382
10/19/2012,10/19/2012,443
10/20/2012,8/21/2012,4
10/20/2012,8/22/2012,4
10/20/2012,8/23/2012,6
10/20/2012,8/24/2012,12
10/20/2012,8/25/2012,14
10/20/2012,8/26/2012,14
10/20/2012,8/27/2012,21
10/20/2012,8/28/2012,26
10/20/2012,8/29/2012,28
10/20/2012,8/30/2012,30
10/20/2012,8/31/2012,31
10/20/2012,9/1/2012,31
10/20/2012,9/2/2012,31
10/20/2012,9/3/2012,31
10/20/2012,9/4/2012,33
10/20/2012,9/5/2012,48
10/20/2012,9/6/2012,54
10/20/2012,9/7/2012,56
10/20/2012,9/8/2012,60
10/20/2012,9/9/2012,61
10/20/2012,9/10/2012,72
10/20/2012,9/11/2012,80
10/20/2012,9/12/2012,84
10/20/2012,9/13/2012,92
10/20/2012,9/14/2012,94
10/20/2012,9/15/2012,95
10/20/2012,9/16/2012,97
10/20/2012,9/17/2012,104
10/20/2012,9/18/2012,116
10/20/2012,9/19/2012,122
10/20/2012,9/20/2012,152
10/20/2012,9/21/2012,165
10/20/2012,9/22/2012,166
10/20/2012,9/23/2012,166
10/20/2012,9/24/2012,187
10/20/2012,9/25/2012,196
10/20/2012,9/26/2012,207
10/20/2012,9/27/2012,212
10/20/2012,9/28/2012,212
10/20/2012,9/29/2012,214
10/20/2012,9/30/2012,214
10/20/2012,10/1/2012,220
10/20/2012,10/2/2012,225
10/20/2012,10/3/2012,244
10/20/2012,10/4/2012,253
10/20/2012,10/5/2012,257
10/20/2012,10/6/2012,261
10/20/2012,10/7/2012,261
10/20/2012,10/8/2012,272
10/20/2012,10/9/2012,279
10/20/2012,10/10/2012,288
10/20/2012,10/11/2012,305
10/20/2012,10/12/2012,315
10/20/2012,10/13/2012,318
10/20/2012,10/14/2012,322
10/20/2012,10/15/2012,332
10/20/2012,10/16/2012,340
10/20/2012,10/17/2012,351
10/20/2012,10/18/2012,381
10/20/2012,10/19/2012,419
10/20/2012,10/20/2012,467
10/21/2012,8/22/2012,0
10/21/2012,8/23/2012,0
10/21/2012,8/24/2012,0
10/21/2012,8/25/2012,0
10/21/2012,8/26/2012,0
10/21/2012,8/27/2012,0
10/21/2012,8/28/2012,0
10/21/2012,8/29/2012,0
10/21/2012,8/30/2012,7
10/21/2012,8/31/2012,7
10/21/2012,9/1/2012,8
10/21/2012,9/2/2012,8
10/21/2012,9/3/2012,9
10/21/2012,9/4/2012,14
10/21/2012,9/5/2012,19
10/21/2012,9/6/2012,19
10/21/2012,9/7/2012,19
10/21/2012,9/8/2012,19
10/21/2012,9/9/2012,19
10/21/2012,9/10/2012,23
10/21/2012,9/11/2012,23
10/21/2012,9/12/2012,25
10/21/2012,9/13/2012,26
10/21/2012,9/14/2012,26
10/21/2012,9/15/2012,27
10/21/2012,9/16/2012,27
10/21/2012,9/17/2012,29
10/21/2012,9/18/2012,32
10/21/2012,9/19/2012,32
10/21/2012,9/20/2012,45
10/21/2012,9/21/2012,48
10/21/2012,9/22/2012,48
10/21/2012,9/23/2012,48
10/21/2012,9/24/2012,48
10/21/2012,9/25/2012,53
10/21/2012,9/26/2012,57
10/21/2012,9/27/2012,63
10/21/2012,9/28/2012,66
10/21/2012,9/29/2012,67
10/21/2012,9/30/2012,67
10/21/2012,10/1/2012,73
10/21/2012,10/2/2012,76
10/21/2012,10/3/2012,79
10/21/2012,10/4/2012,84
10/21/2012,10/5/2012,89
10/21/2012,10/6/2012,89
10/21/2012,10/7/2012,89
10/21/2012,10/8/2012,95
10/21/2012,10/9/2012,103
10/21/2012,10/10/2012,108
10/21/2012,10/11/2012,118
10/21/2012,10/12/2012,121
10/21/2012,10/13/2012,122
10/21/2012,10/14/2012,127
10/21/2012,10/15/2012,135
10/21/2012,10/16/2012,147
10/21/2012,10/17/2012,160
10/21/2012,10/18/2012,167
10/21/2012,10/19/2012,187
10/21/2012,10/20/2012,193
10/21/2012,10/21/2012,231
10/22/2012,8/23/2012,0
10/22/2012,8/24/2012,0
10/22/2012,8/25/2012,0
10/22/2012,8/26/2012,0
10/22/2012,8/27/2012,0
10/22/2012,8/28/2012,0
10/22/2012,8/29/2012,0
10/22/2012,8/30/2012,0
10/22/2012,8/31/2012,1
10/22/2012,9/1/2012,1
10/22/2012,9/2/2012,1
10/22/2012,9/3/2012,1
10/22/2012,9/4/2012,1
10/22/2012,9/5/2012,1
10/22/2012,9/6/2012,1
10/22/2012,9/7/2012,1
10/22/2012,9/8/2012,1
10/22/2012,9/9/2012,1
10/22/2012,9/10/2012,4
10/22/2012,9/11/2012,5
10/22/2012,9/12/2012,5
10/22/2012,9/13/2012,5
10/22/2012,9/14/2012,7
10/22/2012,9/15/2012,8
10/22/2012,9/16/2012,8
10/22/2012,9/17/2012,8
10/22/2012,9/18/2012,12
10/22/2012,9/19/2012,40
10/22/2012,9/20/2012,53
10/22/2012,9/21/2012,53
10/22/2012,9/22/2012,53
10/22/2012,9/23/2012,53
10/22/2012,9/24/2012,53
10/22/2012,9/25/2012,63
10/22/2012,9/26/2012,77
10/22/2012,9/27/2012,121
10/22/2012,9/28/2012,125
10/22/2012,9/29/2012,125
10/22/2012,9/30/2012,125
10/22/2012,10/1/2012,133
10/22/2012,10/2/2012,140
10/22/2012,10/3/2012,156
10/22/2012,10/4/2012,167
10/22/2012,10/5/2012,204
10/22/2012,10/6/2012,204
10/22/2012,10/7/2012,204
10/22/2012,10/8/2012,218
10/22/2012,10/9/2012,232
10/22/2012,10/10/2012,241
10/22/2012,10/11/2012,258
10/22/2012,10/12/2012,274
10/22/2012,10/13/2012,275
10/22/2012,10/14/2012,280
10/22/2012,10/15/2012,308
10/22/2012,10/16/2012,328
10/22/2012,10/17/2012,399
10/22/2012,10/18/2012,415
10/22/2012,10/19/2012,453
10/22/2012,10/20/2012,461
10/22/2012,10/21/2012,476
10/22/2012,10/22/2012,551
10/23/2012,8/24/2012,0
10/23/2012,8/25/2012,0
10/23/2012,8/26/2012,0
10/23/2012,8/27/2012,0
10/23/2012,8/28/2012,0
10/23/2012,8/29/2012,0
10/23/2012,8/30/2012,0
10/23/2012,8/31/2012,1
10/23/2012,9/1/2012,1
10/23/2012,9/2/2012,1
10/23/2012,9/3/2012,1
10/23/2012,9/4/2012,3
10/23/2012,9/5/2012,5
10/23/2012,9/6/2012,12
10/23/2012,9/7/2012,12
10/23/2012,9/8/2012,13
10/23/2012,9/9/2012,13
10/23/2012,9/10/2012,26
10/23/2012,9/11/2012,29
10/23/2012,9/12/2012,32
10/23/2012,9/13/2012,33
10/23/2012,9/14/2012,36
10/23/2012,9/15/2012,37
10/23/2012,9/16/2012,42
10/23/2012,9/17/2012,47
10/23/2012,9/18/2012,52
10/23/2012,9/19/2012,81
10/23/2012,9/20/2012,105
10/23/2012,9/21/2012,107
10/23/2012,9/22/2012,107
10/23/2012,9/23/2012,107
10/23/2012,9/24/2012,107
10/23/2012,9/25/2012,117
10/23/2012,9/26/2012,136
10/23/2012,9/27/2012,179
10/23/2012,9/28/2012,190
10/23/2012,9/29/2012,190
10/23/2012,9/30/2012,190
10/23/2012,10/1/2012,204
10/23/2012,10/2/2012,215
10/23/2012,10/3/2012,231
10/23/2012,10/4/2012,249
10/23/2012,10/5/2012,284
10/23/2012,10/6/2012,284
10/23/2012,10/7/2012,284
10/23/2012,10/8/2012,296
10/23/2012,10/9/2012,320
10/23/2012,10/10/2012,331
10/23/2012,10/11/2012,351
10/23/2012,10/12/2012,366
10/23/2012,10/13/2012,368
10/23/2012,10/14/2012,371
10/23/2012,10/15/2012,417
10/23/2012,10/16/2012,451
10/23/2012,10/17/2012,542
10/23/2012,10/18/2012,573
10/23/2012,10/19/2012,620
10/23/2012,10/20/2012,626
10/23/2012,10/21/2012,631
10/23/2012,10/22/2012,647
10/23/2012,10/23/2012,663
10/24/2012,8/25/2012,0
10/24/2012,8/26/2012,0
10/24/2012,8/27/2012,0
10/24/2012,8/28/2012,0
10/24/2012,8/29/2012,0
10/24/2012,8/30/2012,4
10/24/2012,8/31/2012,5
10/24/2012,9/1/2012,5
10/24/2012,9/2/2012,5
10/24/2012,9/3/2012,5
10/24/2012,9/4/2012,9
10/24/2012,9/5/2012,11
10/24/2012,9/6/2012,19
10/24/2012,9/7/2012,19
10/24/2012,9/8/2012,20
10/24/2012,9/9/2012,20
10/24/2012,9/10/2012,44
10/24/2012,9/11/2012,47
10/24/2012,9/12/2012,60
10/24/2012,9/13/2012,63
10/24/2012,9/14/2012,63
10/24/2012,9/15/2012,64
10/24/2012,9/16/2012,69
10/24/2012,9/17/2012,77
10/24/2012,9/18/2012,82
10/24/2012,9/19/2012,116
10/24/2012,9/20/2012,148
10/24/2012,9/21/2012,151
10/24/2012,9/22/2012,151
10/24/2012,9/23/2012,151
10/24/2012,9/24/2012,151
10/24/2012,9/25/2012,169
10/24/2012,9/26/2012,188
10/24/2012,9/27/2012,207
10/24/2012,9/28/2012,218
10/24/2012,9/29/2012,218
10/24/2012,9/30/2012,218
10/24/2012,10/1/2012,233
10/24/2012,10/2/2012,243
10/24/2012,10/3/2012,258
10/24/2012,10/4/2012,276
10/24/2012,10/5/2012,312
10/24/2012,10/6/2012,314
10/24/2012,10/7/2012,314
10/24/2012,10/8/2012,339
10/24/2012,10/9/2012,354
10/24/2012,10/10/2012,363
10/24/2012,10/11/2012,384
10/24/2012,10/12/2012,410
10/24/2012,10/13/2012,413
10/24/2012,10/14/2012,418
10/24/2012,10/15/2012,469
10/24/2012,10/16/2012,500
10/24/2012,10/17/2012,543
10/24/2012,10/18/2012,571
10/24/2012,10/19/2012,608
10/24/2012,10/20/2012,619
10/24/2012,10/21/2012,625
10/24/2012,10/22/2012,651
10/24/2012,10/23/2012,660
10/24/2012,10/24/2012,668
10/25/2012,8/26/2012,0
10/25/2012,8/27/2012,0
10/25/2012,8/28/2012,0
10/25/2012,8/29/2012,0
10/25/2012,8/30/2012,6
10/25/2012,8/31/2012,10
10/25/2012,9/1/2012,10
10/25/2012,9/2/2012,12
10/25/2012,9/3/2012,12
10/25/2012,9/4/2012,17
10/25/2012,9/5/2012,19
10/25/2012,9/6/2012,32
10/25/2012,9/7/2012,37
10/25/2012,9/8/2012,38
10/25/2012,9/9/2012,38
10/25/2012,9/10/2012,52
10/25/2012,9/11/2012,55
10/25/2012,9/12/2012,59
10/25/2012,9/13/2012,68
10/25/2012,9/14/2012,68
10/25/2012,9/15/2012,72
10/25/2012,9/16/2012,72
10/25/2012,9/17/2012,72
10/25/2012,9/18/2012,79
10/25/2012,9/19/2012,87
10/25/2012,9/20/2012,106
10/25/2012,9/21/2012,109
10/25/2012,9/22/2012,109
10/25/2012,9/23/2012,109
10/25/2012,9/24/2012,109
10/25/2012,9/25/2012,117
10/25/2012,9/26/2012,125
10/25/2012,9/27/2012,133
10/25/2012,9/28/2012,140
10/25/2012,9/29/2012,141
10/25/2012,9/30/2012,141
10/25/2012,10/1/2012,150
10/25/2012,10/2/2012,157
10/25/2012,10/3/2012,163
10/25/2012,10/4/2012,173
10/25/2012,10/5/2012,198
10/25/2012,10/6/2012,199
10/25/2012,10/7/2012,199
10/25/2012,10/8/2012,209
10/25/2012,10/9/2012,217
10/25/2012,10/10/2012,218
10/25/2012,10/11/2012,228
10/25/2012,10/12/2012,241
10/25/2012,10/13/2012,243
10/25/2012,10/14/2012,246
10/25/2012,10/15/2012,266
10/25/2012,10/16/2012,284
10/25/2012,10/17/2012,307
10/25/2012,10/18/2012,322
10/25/2012,10/19/2012,346
10/25/2012,10/20/2012,352
10/25/2012,10/21/2012,355
10/25/2012,10/22/2012,374
10/25/2012,10/23/2012,381
10/25/2012,10/24/2012,405
10/25/2012,10/25/2012,461
10/26/2012,8/27/2012,2
10/26/2012,8/28/2012,2
10/26/2012,8/29/2012,2
10/26/2012,8/30/2012,2
10/26/2012,8/31/2012,2
10/26/2012,9/1/2012,2
10/26/2012,9/2/2012,6
10/26/2012,9/3/2012,6
10/26/2012,9/4/2012,9
10/26/2012,9/5/2012,9
10/26/2012,9/6/2012,24
10/26/2012,9/7/2012,29
10/26/2012,9/8/2012,30
10/26/2012,9/9/2012,30
10/26/2012,9/10/2012,32
10/26/2012,9/11/2012,34
10/26/2012,9/12/2012,36
10/26/2012,9/13/2012,47
10/26/2012,9/14/2012,49
10/26/2012,9/15/2012,52
10/26/2012,9/16/2012,53
10/26/2012,9/17/2012,53
10/26/2012,9/18/2012,57
10/26/2012,9/19/2012,58
10/26/2012,9/20/2012,66
10/26/2012,9/21/2012,66
10/26/2012,9/22/2012,66
